	col_val	source	views	registration	conversion
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Facebook-ads-for-authors-5-300x157.jpg		popup_image_url	364.0	21.0	5.769230769230769
How to Write an Irresistible Romance (Free Course) • bookly		popup_title	364.0	21.0	5.769230769230769
Submit a short story based on one of 5 weekly prompts. Winners get $50 and will feature in our newsletter! Sign up to get this week&#39;s prompts.		popup_description	17318.0	994.0	5.739692805173808
https://blog-cdn.bookly.com/directories/admin/modal/65/medium_b04dd25b7ed163101580d72058b1d215.jpg		popup_image_url	17339.0	994.0	5.732741219216794
https://blog.bookly.com/creative-writing-prompts/drama/		blog_post_url	1099.0	63.0	5.7324840764331215
Author Bio Template 2 (New Style)		popup_name	19488.0	1113.0	5.711206896551724
"
FREE: Author Bio Template"		popup_header	19488.0	1113.0	5.711206896551724
Download a copy and write your bio in under 5 minutes		popup_description	19488.0	1113.0	5.711206896551724
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/Checklists-11-300x157.jpg		popup_image_url	19488.0	1113.0	5.711206896551724
The Ultimate List of Writing Contests in 2020 • Win Cash Prizes!		popup_title	35098.0	2002.0	5.704028719585161
Language Name Generator • The ULTIMATE Bank of 100,000+ Names		popup_title	371.0	21.0	5.660377358490567
"
Free Download: Character Profile Template"		popup_header	160384.0	9051.0	5.643331005586592
"
Develop your characters like a bestselling author."		popup_description	160384.0	9051.0	5.643331005586592
Manuscript Template 2 (New Style)		popup_name	30114.0	1673.0	5.555555555555555
https://blog.bookly.com/three-act-structure/		blog_post_url	8960.0	490.0	5.46875
"["""",""2019-03-06"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	9016.0	490.0	5.434782608695652
https://blog.bookly.com/what-is-proofreading/		blog_post_url	1043.0	56.0	5.369127516778524
https://blog.bookly.com/character-name-generator/language/		blog_post_url	392.0	21.0	5.357142857142857
https://blog.bookly.com/writing-contests/		blog_post_url	30128.0	1603.0	5.320631970260223
https://blog.bookly.com/amazon-self-publishing/		blog_post_url	1064.0	56.0	5.263157894736842
Amazon Self-Publishing: How to Publish a Book With KDP		popup_title	1064.0	56.0	5.263157894736842
How to Write a Novel Using The Three-Act Structure		popup_title	8932.0	469.0	5.2507836990595615
"[""A"",""2019-11-12"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	4165.0	217.0	5.2100840336134455
Proofreading: What is it? And Can You Do it Yourself?		popup_title	1078.0	56.0	5.194805194805195
"[""A"",""2020-05-07"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	1351.0	70.0	5.181347150259067
Learning Marketing 101		popup_name	406.0	21.0	5.172413793103448
https://blog-cdn.bookly.com/directories/admin/modal/14/medium_5ff3c7a5fd56013eb99ed9de264e02a0.jpg		popup_image_url	406.0	21.0	5.172413793103448
"["""",""2019-10-16"",""Book Design""]"		popup_version|start_date|popup_category	4893.0	252.0	5.150214592274678
https://blog.bookly.com/how-to-write-a-short-story//		blog_post_url	413.0	21.0	5.084745762711865
https://blog.bookly.com/learning/courses/writing/short-story/introduction-to-short-story-writing/		blog_post_url	413.0	21.0	5.084745762711865
Introduction to Short Story Writing • How to Craft a Killer Short Story		popup_title	413.0	21.0	5.084745762711865
Book Cover Maker: Which DIY App Is Best for You?		popup_title	4011.0	203.0	5.06108202443281
https://blog.bookly.com/self-publishing-vs-traditional-publishing/		blog_post_url	833.0	42.0	5.042016806722689
"[""B"",""2020-02-27"",""Book Design, Book Marketing, Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	1120.0	56.0	5.0
https://blog.bookly.com/how-to-write-a-query-letter/		blog_post_url	7994.0	399.0	4.99124343257443
https://blog.bookly.com/how-to-choose-book-titles/		blog_post_url	1834.0	91.0	4.961832061068702
"["""",""2020-04-06"",""Understanding Publishing""]"		popup_version|start_date|popup_category	6951.0	343.0	4.934541792547835
Learning Write a Novel #3		popup_name	18074.0	889.0	4.918667699457785
"
Free Course: Writing a Novel"		popup_header	18074.0	889.0	4.918667699457785
https://blog.bookly.com/plot-point/		blog_post_url	2562.0	126.0	4.918032786885246
What is a Plot Point? • How To Identify Turning Points in Books		popup_title	2562.0	126.0	4.918032786885246
"[""A"",""2020-06-12"",""Understanding Publishing""]"		popup_version|start_date|popup_category	2723.0	133.0	4.884318766066838
"
Download: Worldbuilding Template"		popup_header	55055.0	2688.0	4.882390336935791
Enter your email to receive bookly's #1 worldbuilding resource		popup_description	55055.0	2688.0	4.882390336935791
"["""",""2019-05-02"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	2583.0	126.0	4.878048780487805
https://blog.bookly.com/where-to-submit-short-stories/		blog_post_url	7056.0	343.0	4.861111111111112
How to Write a Query Letter in 7 Steps		popup_title	8218.0	399.0	4.855195911413969
https://blog.bookly.com/how-to-become-a-novelist/		blog_post_url	434.0	21.0	4.838709677419355
"
Free Download: Book Title Checklist"		popup_header	1890.0	91.0	4.814814814814815
How to Title a Book in 4 Simple Steps (With Free Checklist!)		popup_title	1890.0	91.0	4.814814814814815
Where to Submit Short Stories: 20 Places Accepting Submissions		popup_title	7161.0	343.0	4.789833822091887
Prompts | Contest | 2020-04-b		popup_name	24332.0	1162.0	4.7756041426927505
Enter our weekly writing contest		popup_header	24332.0	1162.0	4.7756041426927505
Submit a short story based on one of 5 weekly prompts. Winners get $50 and will feature in our newsletter! Sign up and get started.		popup_description	24332.0	1162.0	4.7756041426927505
https://blog-cdn.bookly.com/directories/admin/modal/69/medium_86caf535ba2d0ad1603e1041b44a477a.jpg		popup_image_url	24332.0	1162.0	4.7756041426927505
Upgrade | Copyright | 2020-05		popup_name	3374.0	161.0	4.771784232365145
"
Make sure your book is fully protected under the law with this free guide."		popup_description	3374.0	161.0	4.771784232365145
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/05/Copyright-Protection-Sheet-300x157.jpg		popup_image_url	3374.0	161.0	4.771784232365145
"[""B"",""2020-03-02"",""""]"		popup_version|start_date|popup_category	441.0	21.0	4.761904761904762
Worldbuilding Template 3 (Harry Potter)		popup_name	11480.0	546.0	4.7560975609756095
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/01/worldbuilding-copy-300x152.jpg		popup_image_url	11480.0	546.0	4.7560975609756095
"[""B"",""2020-03-27"",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	3829.0	182.0	4.753199268738574
https://blog.bookly.com/line-editing/		blog_post_url	1484.0	70.0	4.716981132075472
Line Editing: What Is It and How Can It Help Your Book?		popup_title	1484.0	70.0	4.716981132075472
"[""A"",""2020-05-06"",""Book Design, Understanding Publishing""]"		popup_version|start_date|popup_category	742.0	35.0	4.716981132075472
"[""B"",""2020-02-21"",""Understanding Publishing""]"		popup_version|start_date|popup_category	742.0	35.0	4.716981132075472
https://blog.bookly.com/book-design/		blog_post_url	1190.0	56.0	4.705882352941177
"[""A"",""2020-02-27"",""Book Design""]"		popup_version|start_date|popup_category	448.0	21.0	4.6875
https://blog.bookly.com/writing-fantasy/		blog_post_url	11228.0	525.0	4.675810473815462
13 Kick-Ass Tips for Writing Fantasy Fiction		popup_title	11312.0	525.0	4.641089108910891
How to Write a Book in 15 Amazingly Simple Steps		popup_title	14658.0	679.0	4.632282712511939
"["""",""2020-02-27"",""Book Design""]"		popup_version|start_date|popup_category	1211.0	56.0	4.624277456647398
Book Design: EVERYTHING You Need to Know		popup_title	1211.0	56.0	4.624277456647398
https://blog.bookly.com/guide/nanowrimo/		blog_post_url	455.0	21.0	4.615384615384616
What is NaNoWriMo? And How to Win it in 2020		popup_title	455.0	21.0	4.615384615384616
"
Free Download: Book Proposal Template"		popup_header	47859.0	2205.0	4.60728389644581
"
Free Download: Manuscript Formatting Template"		popup_header	39921.0	1834.0	4.594073294757146
15 of the Best Online Writing Communities for Aspiring Authors		popup_title	8372.0	378.0	4.51505016722408
https://blog.bookly.com/writing-community/		blog_post_url	8393.0	378.0	4.5037531276063385
"
The simplest way to format your manuscript to industry standards."		popup_description	37555.0	1687.0	4.492078285181734
https://blog.bookly.com/how-to-write-a-book/		blog_post_url	14182.0	637.0	4.491609081934847
"[""B"",""2019-09-04"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	469.0	21.0	4.477611940298507
Learning | Agents | 2020-05		popup_name	3598.0	161.0	4.474708171206226
"
Free course: What do literary agents do?"		popup_header	3598.0	161.0	4.474708171206226
"
Do you need an agent? If so, how do you get their attention? Get the inside scoop from two industry professionals. Start now."		popup_description	3598.0	161.0	4.474708171206226
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/03/Agents-Course-Header-300x167.jpg		popup_image_url	3598.0	161.0	4.474708171206226
How to Write a Novel: Writing an AMAZING Book in 15 Steps		popup_title	31059.0	1379.0	4.439936894297949
How to Write a Romance Novel 💖📕		popup_title	5376.0	238.0	4.427083333333334
https://blog.bookly.com/urban-fantasy-definition/		blog_post_url	476.0	21.0	4.411764705882353
What is Urban Fantasy? Definition and Examples		popup_title	476.0	21.0	4.411764705882353
How to Become a Novelist (With Tips from Famous Authors!)		popup_title	476.0	21.0	4.411764705882353
https://blog.bookly.com/how-to-write-a-romance-novel/		blog_post_url	5397.0	238.0	4.409857328145266
Writing Prompts Charlie (new copy)		popup_name	22666.0	994.0	4.385423100679431
"[""A"",""2020-03-06"",""Understanding Publishing""]"		popup_version|start_date|popup_category	483.0	21.0	4.3478260869565215
https://blog.bookly.com/how-to-write-a-novel/		blog_post_url	30842.0	1337.0	4.3349977303676805
Editing Checklist 2		popup_name	1302.0	56.0	4.301075268817205
"
Make sure your book is edited to professional standards."		popup_description	1302.0	56.0	4.301075268817205
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2019/05/Novel-Checklist-2-300x165.jpg		popup_image_url	1302.0	56.0	4.301075268817205
https://blog.bookly.com/creative-writing-prompts/fantasy/		blog_post_url	2149.0	91.0	4.234527687296417
https://blog.bookly.com/how-to-edit-a-book/		blog_post_url	1820.0	77.0	4.230769230769231
https://blog.bookly.com/how-to-outline-a-book/		blog_post_url	16576.0	700.0	4.222972972972973
How to Outline a Novel: the Master Guide (With Template!)		popup_title	16681.0	700.0	4.1963911036508605
Learning Middle Grade 1		popup_name	504.0	21.0	4.166666666666666
https://blog.bookly.com/heros-journey//		blog_post_url	504.0	21.0	4.166666666666666
"
Free Course: Writing Middle-Grade Fiction"		popup_header	504.0	21.0	4.166666666666666
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/12/MG-300x163.jpg		popup_image_url	504.0	21.0	4.166666666666666
Submit a short story based on one of 5 weekly prompts. Winners get $50 and will feature on our Medium page! Sign up to get this week's prompts.		popup_description	7147.0	294.0	4.113614103819784
https://blog.bookly.com/book-cover-makers/		blog_post_url	3920.0	161.0	4.107142857142857
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/05/Writing-prompt-3-300x157.jpg		popup_image_url	7693.0	315.0	4.094631483166515
"[""A"",""2020-06-05"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	13055.0	532.0	4.075067024128686
Writing Prompts #5		popup_name	525.0	21.0	4.0
Join our weekly writing contest to win $50		popup_header	525.0	21.0	4.0
"
Get our writing prompts newsletter and enter our weekly contest to win a cash prize."		popup_description	525.0	21.0	4.0
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2020/03/How-to-write-a-novel-300x150.jpg		popup_image_url	44254.0	1764.0	3.9860803543182532
https://blog.bookly.com/how-to-copyright-a-book/		blog_post_url	6692.0	266.0	3.9748953974895396
"[""A"","""",""""]"		popup_version|start_date|popup_category	1057.0	42.0	3.9735099337748347
https://blog.bookly.com/book-cover-design/		blog_post_url	6916.0	273.0	3.9473684210526314
bookly Book Editor 1		popup_name	2317.0	91.0	3.927492447129909
"
Format your books for FREE"		popup_header	2317.0	91.0	3.927492447129909
"
Sign up for a free bookly account and professionally format your book today."		popup_description	2317.0	91.0	3.927492447129909
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/12/RBE-Modal-300x151.jpg		popup_image_url	2317.0	91.0	3.927492447129909
How to Edit a Book 101: Checklist and Tips for Self-Editing		popup_title	1967.0	77.0	3.9145907473309607
"
Free Download: Guide to Copyright Registration"		popup_header	6818.0	266.0	3.9014373716632447
How to Copyright a Book (in 10 Minutes Or Less)		popup_title	6818.0	266.0	3.9014373716632447
Book Cover Design: Create AMAZING Covers in Just 7 Steps		popup_title	7021.0	273.0	3.8883349950149553
Query Letter Checklist		popup_name	11746.0	455.0	3.873659117997616
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/10/Query-letter-course-Copy-300x167.jpg		popup_image_url	11746.0	455.0	3.873659117997616
"["""",""2019-10-22"",""Perfecting your Craft""]"		popup_version|start_date|popup_category	60291.0	2317.0	3.8430279809590155
Writing Prompts Beta		popup_name	4228.0	161.0	3.80794701986755
"[""B"",""2019-11-12"",""Perfecting your Craft, Understanding Publishing""]"		popup_version|start_date|popup_category	4228.0	161.0	3.80794701986755
Submit your short story for the chance to win $50!		popup_header	4228.0	161.0	3.80794701986755
"
Subscribe to the bookly Prompts newsletter for your chance to enter our weekly contest – and receive regular inspiration in the form of writing prompts!"		popup_description	4228.0	161.0	3.80794701986755
"[""A"","""",""Understanding Publishing""]"		popup_version|start_date|popup_category	2394.0	91.0	3.8011695906432745
Learning Write Children Books 1		popup_name	2436.0	91.0	3.7356321839080464
Free Course: Writing Children's Books 101		popup_header	2436.0	91.0	3.7356321839080464
https://d2ybmm5cpznb3i.cloudfront.net/wp-content/uploads/2018/12/Childrens-books-101-300x157.jpg		popup_image_url	2436.0	91.0	3.7356321839080464
The 12 BEST Self-Publishing Companies of 2020		popup_title	11690.0	434.0	3.7125748502994016
Best Fantasy and Science Fiction Writing Prompts of 2020		popup_title	2471.0	91.0	3.6827195467422094
https://blog.bookly.com/book-description/		blog_post_url	2093.0	77.0	3.678929765886288
How to Write an Amazon Book Description That SELLS		popup_title	2093.0	77.0	3.678929765886288
https://blog.bookly.com/outline-a-memoir/		blog_post_url	1533.0	56.0	3.65296803652968
https://blog.bookly.com/kindle-direct-publishing/		blog_post_url	1533.0	56.0	3.65296803652968
Your Guide to KDP: How to Succeed on Kindle Direct Publishing		popup_title	1533.0	56.0	3.65296803652968
https://blog.bookly.com/author-media-kit-template/		blog_post_url	959.0	35.0	3.64963503649635
"[""B"",""2020-05-27"",""Book Marketing""]"		popup_version|start_date|popup_category	1155.0	42.0	3.6363636363636362
Free course: Self-Publishing 101		popup_header	15029.0	546.0	3.6329762459245454
"
Join the self-publishing revolution and become an indie bestseller. Get started now."		popup_description	15029.0	546.0	3.6329762459245454
